id,content,label
neg_1047.jpg,Multiple black people gathered on the streets of the city,2
neg_1048.jpg,One of several demonstrators holds a placard in front of their face with one hand,2
neg_1049.jpg,Several people are holding a placard and lined up for demonstration,2
neg_1050.jpg,"A man is kneeling in front of a woman sitting in a chair, like a waiting room",1
neg_1051.jpg,Many people are participating in the demonstration,2
neg_1052.jpg,Several women are walking with a placard,2
neg_1053.jpg,Several children are staring at the screen projected by the projector,2
neg_1054.jpg,"Three people, including a man with bleeding face, look down on something with a serious face on a dim mountain road",1
neg_1055.jpg,A girl sitting side by side on the bench is staring with her arms folded,1
neg_1056.jpg,Four women and a boy are sitting on the ground and standing and facing the camera,2
neg_1057.jpg,Many people gathered with placards and banners and raised a voice of protest,2
neg_1058.jpg,A man with glasses holding a microphone raises his left hand,0
neg_1059.jpg,A family of four sitting side by side on the sofa listens to the story of the person sitting across,2
neg_1060.jpg,A large number of people are filling the streets of the city and demonstrating,0
neg_1061.jpg,"A woman with a sad face, turning her hand to the neck of a half-naked man with a sad expression",3
neg_1062.jpg,"A large number of people, including those in white turban, are gathering at the plaza and demonstrating",2
neg_1063.jpg,One man is pointing the peace sign at the camera while crowded in the demo,1
neg_1064.jpg,Many men are gathered behind the fence that ties the flag.,1
neg_1065.jpg,Three women wearing hijab are close to each other with sad faces,2
neg_1066.jpg,Many people are protesting by raising placards over the fence,2
neg_1067.jpg,"In a corner where many people gather, men in light blue clothes and men in brown leather clothes are working together",0
neg_1068.jpg,"A large group of people, mainly women, gather and demonstrate by holding a placard.",2
neg_1069.jpg,"Many people lined up like a group photo on a wet street, complaining with placards and raised hands",2
neg_1070.jpg,Many people are marching with placards and flags,2
neg_1071.jpg,A lot of black people are walking to the police across the mountain with many guns,0
neg_1072.jpg,A lot of people gathered and struck both hands to see something in the same direction,2
neg_1073.jpg,"Among the demonstrators, a man reads a manuscript with a microphone in one hand",2
neg_1074.jpg,"While several children gather in front of the camera, a child carrying a small infant is laughing while rubbing one eye",3
neg_1075.jpg,A man in a turban is pointing up something with one hand up,0
neg_1076.jpg,A girl sitting on a large stone on a stone mountain has a small child on her lap,3
neg_1077.jpg,Many people are protesting behind the banner,2
neg_1078.jpg,Several kids around the table stare at the same thing with surprised faces,3
neg_1079.jpg,Four boys and girls stand together in the wasteland,2
neg_1080.jpg,Many people are gathering together and holding placards for demonstrations,2
neg_1081.jpg,A female student taking a lecture in a staircase classroom is wearing a cheek cane with one hand so that it is boring,0
neg_1082.jpg,A boy with a nosebleed is screaming with a steep face,0
neg_1083.jpg,"On a high bridge, one woman embarks on the railing and looks down, and the three women are scared or laughing and stand with their handrails on their backs.",1
neg_1084.jpg,Many black people are gathering to fill the streets of the city,2
neg_1085.jpg,A woman holds a black flag over her head with both hands,2
neg_1086.jpg,Several people gather under the streetlight,0
neg_1087.jpg,Many people are marching on the fresh green road,2
neg_1088.jpg,Several people raise their voices and raise their arms to raise protests,2
neg_1089.jpg,"Several people, including an old woman, are demonstrating by raising fists and raising placards.",2
neg_1090.jpg,Many people are gathering for demonstrations in the back of security guards,1
neg_1091.jpg,A group of soldiers wearing quilts carry something like a spear with a Canadian flag on them.,2
neg_1092.jpg,"Several men gathered in front of the camera, including those who injured the eyebrows",1
neg_1093.jpg,A clergyman lies on his back and is watched by people,1
neg_1094.jpg,"Several people, including children, mourn and comfort it",3
neg_1095.jpg,Women wearing hijab are demonstrating by holding placards,2
neg_1096.jpg,Many men gathered and protesting by holding placards,2
neg_1097.jpg,Many people are marching while holding up placards,2
neg_1098.jpg,Several men who gathered at night are protesting with their arms raised,2
neg_1099.jpg,A man wearing a sash holds something like a stick with both hands,1
neg_1100.jpg,Many people gather at the plaza and have a demonstration,2
neg_1101.jpg,Many people are spreech with a rugged face,2
neg_1102.jpg,Police officers are wary before many black people gather up with placards etc.,2
neg_1103.jpg,Many people gather at night to protest,2
neg_1104.jpg,"Many people are protesting, especially with painted women",2
neg_1105.jpg,"Among many demonstrators, one of the men is holding up a placard with one hand.",2
neg_1106.jpg,Many men gather and have demonstration activities such as holding placards,2
neg_1107.jpg,Several demonstrators are crossing the road,1
neg_1108.jpg,People with candles and placards gather and demonstrate in front of the Arc de Triomphe at night,2
neg_1109.jpg,Many people are marching on the streets,2
neg_1110.jpg,"Several people gathered over the fence, raising bills and protesting with loudspeakers",2
neg_1111.jpg,"A lot of people gathered in the city area, shouting something in their mouths with excitement",2
neg_1112.jpg,Many people crawl on the priests lying on their backs with sad faces,1
neg_1113.jpg,Dozens of riot personnel with shields are rushing into provocative demonstrators,0
neg_1114.jpg,Many people are marching in the city,2
neg_1115.jpg,"Multiple women gathered and faced in all directions, appealing something with a serious face",0
neg_1116.jpg,Many people are demonstrating,1
neg_1117.jpg,"While several people gathered, a woman in white clothes sitting is receiving something like a folded national flag from a soldier",1
neg_1118.jpg,Two women have a gloomy face and lie close to each other\'s shoulders and waist,2
neg_1119.jpg,People wearing mourning dress stand side by side,1
neg_1120.jpg,Men and women in multiple mourning dresses lined up in front of the soldiers are mourning by putting their hands on their chests.,1
neg_1121.jpg,"The president, who followed many attendees, gave a speech on the stage",1
neg_1122.jpg,Many people are demonstrating with placards in front of the neon lights in the downtown area.,2
neg_1123.jpg,Several people are spreading flags and gathering in front of the building entrance,1
neg_1124.jpg,A samurai man with a spread Turkish flag on his back is complaining something towards a smartphone photographed by a woman,1
neg_1125.jpg,Many people are gathering and demonstrating with portraits and Egyptian flags,2
neg_1126.jpg,Many people line up with placards in their hands and are protesting,2
neg_1127.jpg,Many people gather and raise one hand with shoes to protest something,2
neg_1128.jpg,Several pairs of parents are hanging out like waiting for something,3
neg_1129.jpg,"Many people are excited and screaming in their mouths, raising their hands and hitting them",2
neg_1130.jpg,Many people gather for a demonstration,2
neg_1131.jpg,A man distorts his face and screams loudly among the police who suppress the demonstrators.,0
neg_1132.jpg,"Many people, especially women, are lining up along the building and demonstrating with a placard.",2
neg_1133.jpg,Many people are holding out placards and protesting loudly,2
neg_1134.jpg,"Several people quietly sue something, such as holding a placard",2
neg_1135.jpg,"A few children, with a focus on boys who have something in hand, are smiling at the camera.",2
neg_1136.jpg,People spreading placards and Zimbabwe flag are protesting,2
neg_1137.jpg,The men on the left and right are holding back the black man in front of Mike and accusing him of something,1
neg_1138.jpg,"While several people gather in the demonstration, there are people holding placards, raising fists, and wearing masks",2
neg_1139.jpg,A man holding a crying child with one hand is participating in a demonstration with a placard,3
neg_1140.jpg,Dozens of people lined up with placards in front of the building and are quietly demonstrating.,2
neg_1141.jpg,An elderly man stands in front of the microphone and looks forward,1
neg_1142.jpg,Many people raise their placards and fists and protest,2
neg_1143.jpg,"Beyond a long banner, many people are demonstrating with a yellow placard.",2
neg_1144.jpg,"Many people gather and sit, raising their hands and raising their voices",2
neg_1145.jpg,Many people gather in the demo and are worried in a tremendous form,2
neg_1146.jpg,"Many people, especially women, are demonstrating red cards and the Libyan flag.",2
neg_1147.jpg,Many black people gather for demonstration in front of the white wall of the building,2
neg_1148.jpg,"A lot of people, especially women, gather and demonstrate by spreading flags and raising peace signs.",2
neg_1149.jpg,"While many riot police and film crews are crowded, men in suits and demonstrators are crowded",0
neg_1150.jpg,A person with a sad face with a close eye is drowning in a man sitting next to him,3
neg_1151.jpg,Many people with sad faces gather,2
neg_1152.jpg,"While a large number of people marched, a woman who concealed her mouth with a shawl is giving her peace sign",2
neg_1153.jpg,"While many people gathered, a man who jumped up one upper body spread his arms that made a piece",2
neg_1154.jpg,People headed by men in red clothes are lifting something like a wooden box over the head with several people.,2
neg_1155.jpg,Several children line up with placards in front of the building,2
neg_1156.jpg,Many black people gather for demonstration in front of the white wall of the building,2
neg_1157.jpg,Several people are demonstrating with placards and flags,2
neg_1158.jpg,Several people like guests come to the theater or venue seats,0
neg_1159.jpg,Dozens of women wearing hijab are gathering and standing under cloudy weather,2
neg_1160.jpg,Many people gather in the dark with hanging placards and torches,2
neg_1161.jpg,A policeman is taking a man\'s arm and taking him,0
neg_1162.jpg,Several men are protesting with leaflets and raising their hands,2
neg_1163.jpg,"Many people are marching with a fist, holding a leaflet or a curtain",2
neg_1164.jpg,Many people are enthusiastic and demonstrating.,2
neg_1165.jpg,"2, 30 black people gathered for demonstration",2
neg_1166.jpg,"Most of them are wearing black clothes, and there are many people who seem to be nodded.",1
neg_1167.jpg,People in mourning stand up in their seats and express their condolences,1
neg_1168.jpg,"As people gather, a priestess dressed in pink is talking to the man next door",1
neg_1169.jpg,"Beyond something like a spider, multiple participants in mourning line up and bow their heads.",1
neg_1170.jpg,A young man is demonstrating with a message,2
neg_1171.jpg,"A large number of people, including children, are marching behind the partition supported by the police.",2
neg_1172.jpg,A large number of people gathered at the demonstration are pushing each other,2
neg_1173.jpg,A woman holding a child is looking far away,3
neg_1174.jpg,"On the carpet in the small room, there are five children and a woman with a nib.",3
neg_1175.jpg,A man wearing camouflage clothes is paying attention to a protesting party with a microphone,2
neg_1176.jpg,Three girls and two boys sit side by side on the soil,3
neg_1177.jpg,A large number of people gathered and are demonstrating by raising their hands and raising their smartphones.,2
neg_1178.jpg,"While several people gathered, a boy in a striped outfit is holding a newspaper overhead",2
neg_1179.jpg,Many people fill up the street and raise their hands to protest,2
neg_118.jpg,The child is blocking his ears and distorting his face against the mother trying to point out,1
neg_1180.jpg,Many people gathered looking up diagonally,1
neg_1181.jpg,"While many people gather, surrounding men hold down the rioting men",0
neg_1182.jpg,"Among a large number of demonstrators gathered in places like stand seats, one man is holding a placard with one hand and screaming loudly",2
neg_1183.jpg,"At night, many people gather with candles and placards",2
neg_1184.jpg,Many people are protesting with their fists raised behind the banner,2
neg_1185.jpg,A lot of women in Islamic costumes gathered and are carrying out demonstration activities with their fists raised,2
neg_1186.jpg,Many women in Islamic costumes gathered and protested by raising things like footwear and bundled bags.,2
neg_1187.jpg,Many women in Islamic costumes gathered and protested by raising things like footwear and bundled bags.,2
neg_1188.jpg,Many men are gathering for a demonstration,2
neg_1189.jpg,Many men are sitting across the square and the line of riot police with shields.,0
neg_119.jpg,The girl looks up diagonally with a blurred face and passes away the reprimanded mother from behind,1
neg_1190.jpg,A man is reaching for grilled corn at a night venue where the tanks are stopped.,0
neg_1191.jpg,Several soldiers are pointing at something like a stick to a dozen or so protesters,0
neg_1192.jpg,"Several demonstrators spread the curtain with a portrait that was erased with a cross mark, and struck or kicked it with shoes.",2
neg_1193.jpg,Many people gathered in the demonstration are protesting by holding placards or raising their hands,2
neg_1194.jpg,Many demonstrators gathered on the stairs on the other side of the banner,2
neg_1195.jpg,Many people are demonstrating by holding up a placard with a widened banner at the top.,2
neg_1196.jpg,"While many people gather at the demonstration, three men and women wearing matching yellow shirts are snuggling together, taking arms.",2
neg_1197.jpg,"Several people, mainly women, gather in the demonstration",2
neg_1198.jpg,A man holds a placard in front of his chest as people demonstrate,1
neg_1199.jpg,"While people are demonstrating, one of the black men is leaning on an elbow on the shoulder of a man holding a placard in front of his chest",2
neg_120.jpg,Man holding a child sideways,3
neg_1200.jpg,"Several people, mainly women, gather in the demonstration",2
neg_1201.jpg,A woman in the demonstrators holds a placard in front of her breast,2
neg_1202.jpg,Several police officers are dragging civilians in a snowy open space,1
neg_1203.jpg,Many people gather for demonstrations and have placards and curtains,2
neg_1204.jpg,Several police officers try to hold down demonstrators who are excited,2
neg_1205.jpg,Several women are demonstrating,2
neg_1206.jpg,Many people are protesting with the voice of the tank that stops.,2
neg_1207.jpg,Several people are protesting with banners and placards,2
neg_1208.jpg,Women with placards gathered for a demonstration,2
neg_1209.jpg,Several people gathered looking at the same thing with sad faces,1
neg_121.jpg,The couple is strongly embracing each other in the store,3
neg_1210.jpg,"While several children gather, one girl holds up a bracard with a girl\'s portrait",2
neg_1211.jpg,An old man with glasses has something like a shadow in front of his chest,1
neg_1212.jpg,Arab men who have stored their bags are protesting with arms and flags behind the banner,2
neg_1213.jpg,Many people are demonstrating with placards in the building area,2
neg_1214.jpg,Dozens of rough-looking people are walking on the streets in residential areas,1
neg_1215.jpg,"Many men, especially men, are marching on streets in the city.",2
neg_1216.jpg,Children are attending with flags while people are gathering for demonstrations,2
neg_1217.jpg,A crying woman is held by two men and women,3
neg_1218.jpg,"Many people gather together with loudspeakers, national flags, placards, etc.",2
neg_1219.jpg,Many people are filling up the square and waving the Turkish flag in their hands,2
neg_122.jpg,A woman wearing a national costume is performing a ritual,3
neg_1220.jpg,"Several people, including women painted on their faces, are protesting loudly",2
neg_1221.jpg,Many men are demonstrating by holding placards,2
neg_1222.jpg,A woman on a long table sits with a drink in one hand,0
neg_1223.jpg,Elderly men and girls sit on the carpet in a dim room,3
neg_1224.jpg,Man standing with baby in one hand,3
neg_1225.jpg,"Many people gathered with placards and flags, and raised their voices protesting with excitement",2
neg_1226.jpg,Several people are lined up on the sidewalk and quietly protesting with leaflets etc.,2
neg_1227.jpg,10 and 6 year old sisters stand with small placards,3
neg_1228.jpg,Many people are gathering together and raising their arms with their index finger up for demonstration activities,2
neg_1229.jpg,A pair of men and women seated in mourning clothes hold each other\'s hands,1
neg_1230.jpg,"Among the people gathered for the demonstration, two people wearing American flag style shirts and Vietnamese flag style shirts are raising placards and protesting",2
neg_1231.jpg,Many people with banners and placards are demonstrating,2
neg_1232.jpg,Many Islamic people gathered together for demonstrations,2
neg_1233.jpg,"While several people gather for a demonstration, one woman holds a placard with both hands",2
neg_1234.jpg,"As many people gather, men with dreadlocks insist on something with a loudspeaker hand microphone",2
neg_1235.jpg,A lot of people from the Middle East gather for demonstration activities in the building area.,2
neg_1236.jpg,An Asian man is protesting by hanging a placard hung with a string from the neck,0
neg_1237.jpg,A man who is open to surprise is clinging to a woman who is also surprised,2
neg_1238.jpg,"While a policeman and many demonstrators walked together, a man wearing a Vietnamese flag-style shirt was walking without looking at the camera he was pointing at.",2
neg_124.jpg,A mother tells a child who sticks out her lower lip in dissatisfaction.,1
neg_1240.jpg,A woman in national costume takes the arm of an old lady with a sunken face and supports it with a smile,3
neg_1241.jpg,"While a large number of people are demonstrating in a tightly packed state, a woman who has surpassed half of her body is blaming with an excited face",2
neg_1242.jpg,Two men are holding the national flag and placard in front of the riot squad with a shield waiting to line up,2
neg_1243.jpg,"A large number of people gathered and silenced, and a woman was blinded with a priest\'s portrait on her chest",2
neg_1244.jpg,Several people gathered somewhere high for demonstration activities,2
neg_1245.jpg,Several men are complaining about holding a placard or raising their arms,2
neg_1246.jpg,"Many blacks, including boys and girls, raise their hands as if dancing and say something in their mouths",2
neg_1247.jpg,"A large number of people gathered at the demonstration, swinging their fists up",2
neg_1248.jpg,Two women with paint on their faces are watching a game with a praying face,2
neg_1249.jpg,"While many people are demonstrating, one woman is holding up a baby doll in dirty clothes.",2
neg_125.jpg,"The boy distorts his face and closes his ears with both hands, blocking the mother\'s reprimand from behind.",1
neg_1250.jpg,A man wearing a life jacket is evacuating with a baby,3
neg_1251.jpg,Many people gather at the demonstration and throw paper into the flame of the drum in the center,2
neg_1252.jpg,People gathered in the square protesting with screams and arms raised with excited faces,2
neg_1253.jpg,"A large number of berserers return, and the beret police officer and three women are in jeopardy",2
neg_1254.jpg,"A man screams something with excitement, holding a loose child with both hands",0
neg_1255.jpg,A samurai man is holding a child with one hand in a place like a shelter,3
neg_1256.jpg,Several demonstrators are waving with placards over the police officers waiting,2
neg_1257.jpg,Several people wearing red clothes gathered for a demonstration,2
neg_1258.jpg,Many people are evacuating from the rising flames and black smoke,2
neg_1259.jpg,One of the men wearing a cowboy hat looks down on the woman and opens his mouth and screams something,0
neg_126.jpg,A man in a suit is screwing his body into a car where men and women in national costumes sit and shaking hands with a man in the car,3
neg_1260.jpg,About 20 men are marching on spreading black banners and waving red flags,2
neg_1261.jpg,Many people with candles and placards gathered at night,2
neg_1262.jpg,Less than 10 people gather and stand with a placard,2
neg_1263.jpg,Two armed policemen detained a woman from both sides,2
neg_1264.jpg,Less than 10 men and women in mourning who are in attendance express their condolences with their right hand on their chest,2
neg_1265.jpg,A man in uniform wearing a speech speaks with people sitting side by side on the platform,2
neg_1266.jpg,"In front of many police officers lined up on the platform, less than 10 men and women in mourning are standing side by side with their hands next to each other.",2
neg_1267.jpg,One man lies on a stretcher board and is carried to less than 10 men,2
neg_1268.jpg,A hijab woman sitting on the street is jealous of something with a harsh face,3
neg_1269.jpg,Several men from Asia are gathering for a demonstration and one man is yelling out loud,2
neg_1270.jpg,"Among several people gathered in the demonstration, one man with a leaflet is fond of something with a strict look",2
neg_1271.jpg,Two people are demonstrating with placards on a sparse sidewalk,2
neg_1272.jpg,A woman with a difficult face holds something wrapped in a blanket in her chest,2
neg_1273.jpg,"Many people gather for demonstrations, raising banners and flags, and blowing horns",2
neg_1274.jpg,Five boys and girls of different ages gather together and look at the camera,3
neg_1275.jpg,Many people gather for demonstrations with placards,2
neg_1276.jpg,"Among the people who return, a man who has passed through the upper body has something like a loosely wrapped flag",2
neg_1277.jpg,Several women in hijab are protesting by raising their fingers or raising a placard or flag with a portrait,2
neg_1278.jpg,"Among the people rescued at the beach, a man wearing a life jacket is evacuating with a baby",2
neg_1279.jpg,"In front of men hugging with one hand, a woman in black wears her hand on her waist and stares at something",0
neg_128.jpg,Mother with knees comforts to look up at the girl who covers her face from below,3
neg_1280.jpg,Many blacks are protesting with a set of placards,2
neg_1281.jpg,Dozens of people gathered together for a demonstration and gave a speech,2
neg_1282.jpg,"Many people gathered with placards, etc., and voiced protests",2
neg_1283.jpg,Many people are marching at the banner.,2
neg_1284.jpg,"Many people, mainly men and women in school uniforms, gather and display protest placards.",2
neg_1285.jpg,Several people shrink their bodies like cold and make a line vertically,2
neg_1286.jpg,"A woman sits with her child on her knees, with the wall on the side of the stairs",3
neg_1287.jpg,"In front of a building at night, several people are demonstrating by holding a placard or shouting something with a loudspeaker.",2
neg_1288.jpg,Many people are gathering for demonstrations and giving a speech,2
neg_1289.jpg,Several men are holding placards in the building,2
neg_129.jpg,Mother cradling a baby who wants something and reaches out,3
neg_1290.jpg,"While people are crowded, one man holds the man\'s cheek held by both hands and looks up at the face",1
neg_1291.jpg,Several people are marching on the street with placards,2
neg_1292.jpg,Several adults and children are sitting or standing in the sand to kill time,0
neg_1293.jpg,"About 10 people, both young and old, hang out in a place like a truck bed.",3
neg_1294.jpg,Nearly 10 men are lined up in front of the truck opening.,0
neg_1295.jpg,Less than 10 people each have their own luggage and make an evacuation line,0
neg_1296.jpg,A lot of people riding on horses are walking on the street in the rain,1
neg_1297.jpg,"Among several children, one girl looks at the camera",2
neg_1298.jpg,A man with sunglasses on his head is peeling his teeth toward the camera,0
neg_1299.jpg,An old man is holding a hand on something like a flag,0
neg_13.jpg,Women are hotly appealing to girls who are indifferent with earphones,1
neg_1300.jpg,A woman in a helmet is hugging a crying person,3
neg_1301.jpg,Several people are protesting with fists and placards,2
neg_1302.jpg,A gray-haired man is pushing a wheelchair where people of the same age sit,3
neg_1303.jpg,About 20 people gathered for a demo with a placard in hand,2
neg_1304.jpg,Two old women wearing veil are sitting side by side,1
neg_1305.jpg,Numerous mourners attend the funeral of a layman-like priest,2
neg_1306.jpg,Many men carry women\'s lying stretchers,2
neg_1307.jpg,"A woman in a yellow dress is stroking from the outside of the car, with the head of a woman in red dressing face down on a car window sill",3
neg_1308.jpg,A teammate who seems excited is hugging from behind behind a surprising male player,3
neg_1309.jpg,Dozens of people gather in the forest in a fun way,2
neg_131.jpg,A man comforts a crying and crying girl sitting on his lap,3
neg_1310.jpg,5 or 6 people carrying a white kite,2
neg_1311.jpg,A woman smiles and supports the arm of an elderly man,3
neg_1312.jpg,A group of people gathered together to raise a fist,2
neg_1313.jpg,Many people are demonstrating with a widened banner at the top.,2
neg_1314.jpg,"On the road, two women each stand with a placard in front of their chest",2
neg_1315.jpg,Many people gather and hold hands tied together next to each other,2
neg_1316.jpg,"In one corner of the demonstration, two women have a work that mimics a ship with a harsh face.",2
neg_1317.jpg,"In front of several empty vessels, less than 10 children are sitting on the ground.",1
neg_1318.jpg,"A large number of women gathered in places like stadium seats, and one woman screamed up with a fist.",2
neg_1319.jpg,A woman is carried so that two men grab both wrists and dragged on her back,0
neg_132.jpg,A woman laughs at an unfaithful man with his arms folded,3
neg_1320.jpg,A man who shed blood from his forehead is walking beside the cars on the road,0
neg_1321.jpg,A policeman is walking in the same direction beside the people marching,1
neg_1322.jpg,"In front of the high gate, several people are demonstrating with placards.",2
neg_1323.jpg,Several men are seated for a meeting,1
neg_1324.jpg,A clergyman looks down at a man lying in bed from the bedside,1
neg_1325.jpg,Two old women and a girl are sitting on the ground against the wall and pinching the food placed in front of them,2
neg_1326.jpg,Protesters are protesting in front of several police officers,1
neg_1327.jpg,Several men are demonstrating,2
neg_1328.jpg,"People who have flowers, violins and microphones gather and protest by raising fists",2
neg_1329.jpg,Many demonstrators surround the lit national flag,2
neg_133.jpg,A narrow man with a crying face is dancing with a plump woman in a dress,3
neg_1330.jpg,"While many people march between buildings, about five men with arms crossed next to each other are walking",2
neg_1331.jpg,Several people gather for a demonstration and protest with their fists raised,2
neg_1332.jpg,Several people gather at the demonstration and cry out with banners and placards,2
neg_1333.jpg,Many men in demonstration activities are holding down their arms with their arms spread,2
neg_1334.jpg,Two demonstrators with placards have conversations with several people along the road,2
neg_1335.jpg,"While many demonstrators are crowded, Afro men lifted by supporting their legs screaming for something",2
neg_1336.jpg,A woman looks up at something with a shocked expression on her head,2
neg_1337.jpg,An old man is screaming something with arms outstretched in one corner of the march,2
neg_1338.jpg,Many people are excited and watch sports in the room,2
neg_1339.jpg,Several people are gathering and doing demo activities with placards,2
neg_134.jpg,A boy who is reprimanded by his father is biting and biting his lips,1
neg_1340.jpg,One of the women raises one hand high while a large number of people march,2
neg_1341.jpg,Many people with placards are demonstrating with excitement,2
neg_1342.jpg,"In a corner of the demonstrators, a woman in sunglasses holds an orange placard in front of her chest",2
neg_1343.jpg,One of the men is trying to light a small German flag in the square where the demonstrators gather and the flames rise,2
neg_1344.jpg,People with placards are protesting in the building area,2
neg_1345.jpg,A pair of men and women stands in front of the nephew\'s house,3
neg_1346.jpg,A demonstrator woman wearing sunglasses is laughing showing a placard with one hand,0
neg_1347.jpg,Shirtless over 10 men are protesting by holding or throwing a stick,2
neg_1348.jpg,"In one corner of the demonstration, the fist is raised so that a black man with dreadlocks can beat it.",0
neg_135.jpg,People with sorrowful faces surround a flower-like bud,3
neg_1350.jpg,Several people are standing in protest with a placard,2
neg_1351.jpg,Seven or eight men gathered with a placard,2
neg_1352.jpg,Three old women are sitting on a bench side by side,2
neg_1353.jpg,A man in front of multiple microphones confirms the speech manuscript,2
neg_1354.jpg,A white-haired man reads a manuscript from his microphone,2
neg_1355.jpg,"While photographers gathered, men who turned their backs posted banners and placards.",2
neg_1356.jpg,"Among the people gathered in the demonstration, two women have a placard together and each pushes up their right fist",2
neg_1357.jpg,"While a large number of people gather, a man spreads his arms and is barking at something in the sky",2
neg_1358.jpg,A large number of people gathered in the dark gathered with men with tattoos on their arms,2
neg_1359.jpg,One girl standing with a little toddler,3
neg_136.jpg,Neighbors are staring at a girl crying by a man,3
neg_1360.jpg,A family sitting on a carpet listens to the story of a woman sitting across the street,3
neg_1361.jpg,"One demonstrator woman raises her right hand, distorts her face and looks up to the sky, and screams.",2
neg_1362.jpg,Multiple mourning people attend the funeral,1
neg_1363.jpg,So many people are gathering for a demo,2
neg_1364.jpg,"Many people gather, hold banners, placards, and swing up fists",2
neg_1365.jpg,Many people are marching on the streets of the building.,2
neg_1366.jpg,Two of the demonstrators are screaming something with a rugged face around a green bandana.,2
neg_1367.jpg,People with yellow placards are demonstrating,2
neg_1368.jpg,Many people including children gather and hold placards,2
neg_1369.jpg,Several Asian people gather and hold placards for demonstration,2
neg_137.jpg,A woman is holding the back of a man standing on the beach,3
neg_1370.jpg,Several men are struggling as people gather,0
neg_1371.jpg,Many people gather and protest with arms and placards raised,2
neg_1372.jpg,Over a dozen occupied men are lined up in two rows with their faces lying down against the backdrop of occupied tanks,2
neg_1373.jpg,Several men are holding guns or raising both hands to counter something,2
neg_1374.jpg,A woman wearing a hijab claims something with a loudspeaker,2
neg_1375.jpg,Several black men sit in three or four rows in a small room,1
neg_1376.jpg,Two men are spreading the Chinese flag with a spear on it,2
neg_1377.jpg,Several people are protesting in the rain with placards and flags,2
neg_1378.jpg,Three women next to each other in the demonstrators hold a red placard over their heads.,2
neg_1379.jpg,Many black people are marching while holding placards and clapping their hands,2
neg_138.jpg,Men and women are walking down the street with a little distance,0
neg_1380.jpg,A man in a white shirt surrounded by a large number of demonstrators raises his hands to lead,2
neg_1381.jpg,One of the many demonstrators has a portrait flyer in front of their face,2
