dataset,id,content
Train,13_30.mp4,階段に座り込んだ8人の男女のうち、一人の女性が促されて何か発言している
Train,13_5.mp4,階段に座り込んだ8人の男女のうち、一人の女性が何か意見を述べている
Train,13_9.mp4,階段に座り込んだ男女のうち一人の男性が、自分の前に座る女性に意見を求めるように発言している
Train,16_1.mp4,人々が手を振ったりして、戦車のパレードを見守っている
Train,16_10.mp4,窓枠や外壁の看板上等の不安定な場所から、人々が何かを見物している
Train,16_11.mp4,武装した兵士の一団が列をなして行進している
Train,16_13.mp4,大勢の人々が、熱狂的に何かを見物している
Train,16_14.mp4,大勢の観客の中、女性の一人が満面の笑みで何かに拍手を送り続けている
Train,16_16.mp4,屋外の仮設ステージのようなところに軍人たちが整列している
Train,16_17.mp4,軍人らしき人たちが、屋外の仮設ステージのようなところに並んでいる
Train,16_18.mp4,集まっている軍人たちが、敬礼や握手を交わしたりしている
Train,16_19.mp4,銃剣やヘルメットなどで武装した軍人たちが、数列で行進している
Train,16_2.mp4,撮影されていることに気づいた軍人らしき男性が、一瞬おどけた表情を見せている
Train,16_20.mp4,銃やヘルメットなどを身に付けた軍人たちが、数列になって行進している
Train,16_4.mp4,集まった多くの人達が、熱狂するように手を振ったりして何かを見物している
Train,16_6.mp4,スーツの男性と軍人らしき男性が和やかに会話している
Train,16_7.mp4,3人の軍人が和やかに立ち話している
Train,16_8.mp4,行進する軍人の列の中、数人が通り過ぎざまにカメラに視線を向けている
Train,16_9.mp4,銃やヘルメットなどを身につけた多数の軍人が行進している
Train,17_1.mp4,ソファに座った男性が、隣の女性を軽く叩きながら声をかけて注意を引こうとしている
Train,17_10.mp4,ソファに腰かけた険悪な様子の夫婦が、間に挟んだ娘を介して喧嘩している
Train,17_11.mp4,キャップを被った男性が、テーブルに身を乗り出す男性をしばし見つめ、何かを断っている
Train,17_13.mp4,ベットで読書している男性が、サイドテーブルに腰を下ろした男性の頼みを断っている
Train,17_14.mp4,枕に背を預けて座る女性が、ベッドに潜り込んで寝ようとする男性に文句を言っている
Train,17_16.mp4,ベッドに入った男性が、不機嫌な傍らの女性を宥めようとしている
Train,17_4.mp4,テーブルの短辺に座った男性が、同席する人々に少々蔑ろにされている
Train,17_5.mp4,男性が、スマホに没頭する同席者たちに腹を立てている
Train,17_7.mp4,眼鏡をかけた女性が、先々で他人に問いただされている
Train,17_8.mp4,ソファ中央の赤い服の女性が、隣に座る女性の怒りに閉口している
Train,17_9.mp4,ソファの両端に座った男女が、赤い服の女性を間に挟んで口げんかしている
Train,18_1.mp4,撮影されている車内の子供たちの一人が、撮影者と会話している
Train,18_10.mp4,サングラスの女性が、背後の様子にも表情を変えずに、カメラに顔を向け続けている
Train,18_12.mp4,撮影されている少年少女が、カメラを意識しながら何か話している
Train,18_14.mp4,進行方向に背を向けた椅子に座った少女が、撮影者を振り返りながら会話している
Train,18_15.mp4,車内で、ヘッドホンをしている女性が、撮影者と笑顔で会話している
Train,18_16.mp4,撮影されている車内の子供たちが、次々に撮影者に話しかけている
Train,18_18.mp4,車内の子供たちの一部が、撮影者と面白おかしくやりとりしている
Train,18_2.mp4,母親が息子を両手で撫でさすったりしながら和やかに会話している
Train,18_3.mp4,母親が息子と目線を合わせて向かい合い、頬にキスしたりして慈しんでいる
Train,18_4.mp4,母親が息子と目線を合わせて向かい合い、穏やかに何か言い聞かせている
Train,18_5.mp4,母親に何か言い聞かされている息子が、勢いに押されたように若干身を逸らせている
Train,18_6.mp4,息子が突然咳き込み、向かい合った母親が顔をしかめて避けるように首を振っている
Train,18_7.mp4,母親に何か言い聞かされている息子が、飽きたように目頭を掻いている
Train,18_8.mp4,言いつけを復唱する息子を、母親が嬉しそうに抱きしめている
Train,18_9.mp4,金髪ロングヘアの少女が、段ボールを切っている少女の行為を解説している
Train,20_1.mp4,ソファに座ったサルを抱いた女性が、笑顔で撮影者に話をしている
Train,20_2.mp4,クッションを抱いてソファに深く座った男性が、カメラに向かって話している
Train,20_4.mp4,サルを抱いた女性が朗らかな笑顔をカメラに向けて話している
Train,20_8.mp4,並んでソファーに腰かけた男女が、カメラに向かって和やかにコメントしている
Train,20_9.mp4,サルを抱いた女性が、サルを擦りながらカメラに向かって話している
Train,22_1.mp4,3人の子供たちが、元気にカメラ撮影に答えている
Train,22_10.mp4,耳型のカチューシャをした子供たちがカメラに撮影されている
Train,22_11.mp4,テーマパークのアトラクションを体験している子供たちが撮影されている
Train,22_13.mp4,寄り添うようにして立つ男女が、カメラの撮影にこたえている
Train,22_15.mp4,テーマパークのようなところで、カメラを向けられた子供たちが、話しかける撮影者に答えている
Train,22_2.mp4,3人並んだ子供たちの中央の少女が、目を輝かせて撮影者と話している
Train,22_4.mp4,壁際に並んだ子供たちが、男性の言葉を聞いて大喜びしている
Train,22_5.mp4,カメラに撮影されている3人の子供たちが、それぞれに喜びを表している
Train,22_6.mp4,赤子を除いた3人の子供たちが、撮影者に答えてカメラに手を振っている
Train,22_7.mp4,駐車スペースに並んだ子供たちが、少々飽きたように撮影者の説明を聞いている
Train,22_8.mp4,駐車スペースに並んだ子供たちが、少々気を散らしながら撮影者の説明を聞いている
Train,22_9.mp4,カメラを向けられた子供が笑顔で撮影者と話している
Train,25_1.mp4,ホームパーティー中の人々が、何かのサプライズに大声をあげて興奮している
Train,25_10.mp4,10数人の人達がダイニングテーブルを囲み、楽しげに交流している
Train,25_11.mp4,ダイニングテーブルを囲んで立つ10数人の人たちが、楽しそうに交流を深めている
Train,25_4.mp4,20人弱の人たちが集合し、記念写真を撮ろうとしている
Train,25_5.mp4,写真撮影のために集まった20人弱の人たちが、何かに驚いたように一斉に声をあげ笑っている
Train,25_7.mp4,20人弱の人達が、和やかな様子で、写真撮影のためにスタンバイしている
Train,25_8.mp4,10人以上の人達が手を繋いでダイニングテーブルを囲み、発言者の言葉に耳を傾けている
Train,25_9.mp4,ダイニングテーブルを囲んで立つ10数人の人たちが楽しそうに笑い合っている
Train,29_1.mp4,会見に臨んだ二人の男性のうち、禿頭の男性が、卓上マイクで何か発言している
Train,29_10.mp4,会見中の禿頭の男性が、卓上マイクで何か発言している
Train,29_12.mp4,眼鏡の男性が、禿頭の男性の発言を引き継ぐようにして、卓上マイクで発言している
Train,29_13.mp4,会見中の禿頭の男性が、片手で少々調子をとりながら発言している
Train,29_15.mp4,禿頭の男性が発言している横で、眼鏡の男性が手元の資料を確認している
Train,29_16.mp4,会見に臨んでいる禿頭の男性が、片手で小振りなジェスチャーをしながら発言している
Train,29_17.mp4,眼鏡の男性が、禿頭の男性の発言を引き継ぐようにして発言している
Train,29_18.mp4,会見に臨んだ2人の男性が、客席からの質問に回答しようとしている
Train,29_19.mp4,会見に臨んだ2人の男性が、客席からの発言に声をあげて笑っている
Train,29_2.mp4,会見中の禿頭の男性が、自分の腕を自分で机に押さえつけるような体勢で発言している
Train,29_3.mp4,眼鏡の男性が、軽くうなずきながら、隣に座る禿頭の男性の発言を聞いている
Train,29_4.mp4,眼鏡の男性が、隣に座る禿頭の男性の発言に聞き入っている
Train,29_5.mp4,会見に臨んだ眼鏡の男性が、手元資料を確認しながら発言し始めている
Train,29_6.mp4,会見に臨んだ眼鏡の男性が、手振りを交えながら聴衆からの質問を募っている
Train,29_7.mp4,会見に臨んだ眼鏡の男性が、隣の禿頭の男性の反応を気にしながら発言をしている
Train,29_9.mp4,会見に臨んでいる禿頭の男性が、卓上マイクで何か発言している
Train,101_1.mp4,室内で、グローブをはめた二人の男性が、そこそこ本格的に殴り合っている
Train,101_10.mp4,グローブをはめた男性二人が、囃し立てられながら、ボクシングのように殴り合っている
Train,101_11.mp4,室内で、グローブをはめた二人の男性がボクシングごっこをしている
Train,101_12.mp4,グローブをはめた二人の男性が、囃し立てられながら、余興のようなボクシングに興じている
Train,101_13.mp4,レフェリー役の黒いシャツの男性が、楽しそうにボクシングごっこの仲裁に入っている
Train,101_14.mp4,興奮気味のレフェリー役の前で、二人の男性がボクシングの真似事をしている
Train,101_15.mp4,男性たちが興奮しながらボクシングの真似事をしたり、それを観戦したりしている
Train,101_16.mp4,黒いシャツの男性が、大袈裟な身振りで青いシャツの男性をからかっている
Train,101_17.mp4,黒いシャツの男性が、カメラに向かって、水色のシャツの男性に関連したコメントを述べている
Train,101_18.mp4,白いタンクトップシャツの男性が、回収したグローブを自分の手に嵌めている
Train,101_19.mp4,キッチンらしき場所で、数人の男性が楽しそうに戯れている
Train,101_2.mp4,ヤジが飛ぶ室内で、二人の男性が割と本格的ににボクシングの真似事をしている
Train,101_20.mp4,黒いシャツを着た男性が、水色のシャツを着た恰幅の良い男性をからかっている
Train,101_21.mp4,グローブをはめた男性が、面白おかしく何かの様子をデフォルメして表現している
Train,101_23.mp4,黒いシャツを着たレフェリー役の男性が、選手二人にコメントを求めている
Train,101_24.mp4,黒いシャツのレフェリー役が、前のめりな選手らに大きな声で指示を出している
Train,101_25.mp4,騒ぎ立てる犬の側で、二人の男性がボクシングの真似事に興じている
Train,101_27.mp4,黒いシャツの男性が水色のシャツの男性に詰め寄っている
Train,101_28.mp4,グローブをはめた男性らが、犬に吠えられながらスパークリングを始めようとしている
Train,101_29.mp4,男性達が、室内でボクシングの真似事をして遊んでいる
Train,101_30.mp4,2人の男性が、レフェリー役の合図で、スパークリングを開始しようとしている
Train,101_33.mp4,グローブをはめて構えた男性らが、間合いを測ったりして相手の出方をうかがっている
Train,101_4.mp4,黒いシャツのレフェリー役の男性が、グローブをはめて構える男性らに指示出しをしている
Train,101_5.mp4,レフェリー役の男性が、グローブをはめた男性らに指示出しと試合開始の合図をしている
Train,101_7.mp4,ボクシングごっこをしている男性らが、笑いながら試合を中断している
Train,101_8.mp4,グローブをはめた男性らが、外野と何か話しながら試合態勢を整えようとしている
Train,101_9.mp4,レフェリー役の指示の下、二人の男性がスパークリングしている
Train,102_10.mp4,二人のムエタイ選手が、リング上で蹴りの応酬をしている
Train,102_11.mp4,青いグローブの選手が、赤いグローブの選手を蹴りで牽制している
Train,102_13.mp4,青いグローブの選手が、赤いグローブの選手に徐々にロープ際に追いやられている
Train,102_15.mp4,赤いグローブの選手が、青いグローブの選手をコーナーに追い込んでいる
Train,102_17.mp4,青いグローブの選手が、蹴り技をメインに、赤いグローブの選手をロープ際に攻めやっている
Train,102_18.mp4,インターバルで、選手がそれぞれのコーナーに戻っている
Train,102_2.mp4,ムエタイのリング上で、マイクを持った男性が場を盛り上げるように司会進行している
Train,102_21.mp4,二人のムエタイ選手が激しく技の応酬をしている
Train,102_22.mp4,二人のムエタイ選手が立ち技の応酬の後、首相撲に入ろうとしている
Train,102_24.mp4,二人のムエタイ選手が蹴りとパンチの応酬をしている
Train,102_26.mp4,二人のムエタイ選手が互いの両腕を押さえて、蹴りの応酬をしている
Train,102_27.mp4,二人のムエタイ選手が激しく戦っている
Train,102_28.mp4,二人のムエタイ選手が激しく打ち合い、蹴り合っている
Train,102_29.mp4,鐘のような合図音で、ムエタイ選手らが試合を中断して引き上げている
Train,102_3.mp4,リング上の眼鏡の男性が、盛り上げるようにリングアナウンスしている
Train,102_31.mp4,青いグローブのムエタイ選手が、若干優勢に試合を進めている
Train,102_32.mp4,青いグローブのムエタイ選手が、徐々にロープ際に押されている
Train,102_4.mp4,観客が見守る中、リング上の男性が何か儀式を始めようとしている
Train,102_5.mp4,リング中央で対峙した選手が、それぞれコーナーに戻っていこうとしている
Train,102_6.mp4,向かい合ったムエタイ選手らが、蹴り技で探りを入れようとしている
Train,102_7.mp4,二人のムエタイ選手が、距離を測るように試合を進めている
Train,102_9.mp4,二人のムエタイ選手が、距離を測るように慎重に試合を進めている
Train,106_1.mp4,数人の少年がたむろし、楽しそうに過ごしている
Train,106_2.mp4,少年たちが自由にたむろし、撮影者と何かおしゃべりしたりしている
Train,106_4.mp4,室内で、上半身裸の2人の少年が向かい合って、格闘技の真似事をしている
Train,106_5.mp4,2人の半裸の少年が屋外に出て、格闘技の真似事をしている
Train,106_8.mp4,上半身裸の少年たちが、格闘技の真似事をしたりして遊んでいる
Train,107_1.mp4,3人の少年が取っ組み合うようにして遊んでいる
Train,107_4.mp4,2人の少年が、1人の少年を地面に押さえつけるようにしている
Train,107_7.mp4,ストライプのシャツを着た少年が、地面に転がって取っ組み合う少年らに駆け寄っている
Train,108_1.mp4,室内に集った数十人の人達が、黙祷するように目を瞑っている
Train,108_10.mp4,人々が何かを燃やす火を囲んで集まり、抗議するように手を振り上げたりしている
Train,108_11.mp4,多くの人達が集まって通りを行進している
Train,108_12.mp4,制服を着た多くの女生徒たちが列を作って通りを歩いている
Train,108_13.mp4,多くの人たちが屋外で結集し、デモ活動を行っている
Train,108_14.mp4,多くの人たちが儀式に参加するように、黙祷したり、輪を作るように並んだりしている
Train,108_2.mp4,複数の男性らが、比較的穏やかな様子で屋外の集会に集まっている
Train,108_5.mp4,複数のマイクを向けられた眼鏡の男性が、断固とした口調でインタビュー回答している
Train,108_6.mp4,複数のマイクを向けられた眼鏡の男性が、強めの口調でインタビュー回答している
Train,108_8.mp4,人々が、広げた横断幕を掲げながらデモ行進している
Train,108_9.mp4,人々が、火のついた人形のようなものを囲んで抗議の声をあげている
Train,109_1.mp4,禿頭の男性が、屈強な男性と向き合い、手振りを交えて何か説明している
Train,109_10.mp4,禿頭の男性が、相手の突きをいなして反撃する様子をデモンストレーションしている
Train,109_11.mp4,禿頭の男性が、屈強な男性の首を取り地面に倒す様子をデモンストレーションしている
Train,109_13.mp4,禿頭の男性が、屈強な男性とともに、格闘技のデモンストレーションをしている
Train,109_14.mp4,禿頭の男性が、周囲の男性らに、対戦相手を地面に転がすデモを見せている
Train,109_16.mp4,禿頭の男性が、流れるような連続攻撃で、相手の背後をとり地面に抑え込む実演を見せている
Train,109_17.mp4,禿頭の男性が、身振りを交えながら、講習参加者に動作の説明をしている
Train,109_2.mp4,屈強な男性と対面して立つ禿頭の男性が、手振り付きで何か説明している
Train,109_5.mp4,禿頭の男性が、相手の顎を跳ね上げ、胸部に肘打ちをする様をデモンストレーションしている
Train,109_6.mp4,禿頭の男性と屈強な男性が、反復動作で格闘技のデモンストレーションをしている
Train,109_7.mp4,禿頭の男性が、相手の攻撃をいなして反撃する様をスロー気味に実演している
Train,109_8.mp4,禿頭の男性が、連続攻撃で相手を屈服させる様をデモンストレーションしている
Train,109_9.mp4,禿頭の男性が、多彩な攻撃で効率的に相手を倒すデモンストレーションをしている
Train,112_1.mp4,赤い旗や帽子を身に付けた人達を中心に人々が集い、リズミカルに調子をとっている
Train,112_10.mp4,赤い布を額に巻いた男性がインタビューに答えている
Train,112_13.mp4,赤い帽子をかぶった女性の一人が、強めの口調で主張を述べている
Train,112_16.mp4,マイクを向けられた女性が、厳しい顔つきで強く何かを主張している
Train,112_17.mp4,マイクを向けられた女性が怒ったような口調で主張を述べている
Train,112_18.mp4,マイクを向けられた女性が、興奮気味に主張している
Train,112_20.mp4,マイクを向けられた白い服の男性が意見を述べている
Train,112_3.mp4,大勢の人が旗やプラカードを持って、デモ活動を行っている
Train,112_4.mp4,多数の人がデモに参加している
Train,112_5.mp4,低いステージに上がった人々を中心に、多くの人が声をあげて集会している
Train,112_8.mp4,白い口髭の男性が手振りを交えながらインタビューに答えている
Train,112_9.mp4,黒髭のインタビュアーが、赤い布を額に巻いた男性の話を頷きながら聞いている
Train,114_1.mp4,二人の小さな少年が掴みあって激しく喧嘩している
Train,114_10.mp4,二人の少年が、片手で相手の胸倉を掴んで喧嘩している
Train,114_2.mp4,二人の少年が互いの胸倉を片手で掴みあい、もう片方の手で殴り掛かる構えを見せている
Train,114_4.mp4,二人の少年が互いの胸倉を掴みあって言い争いしている
Train,114_6.mp4,二人の少年が掴みあって言い争い、手を出そうとしている
Train,114_7.mp4,二人の少年が掴みあって喧嘩している
Train,114_8.mp4,二人の少年が、互いを掴みあって構えたまま牽制し合っている
Train,114_9.mp4,掴みあったまま牽制している二人の少年が、口で何か言いあっている
Train,116_1.mp4,黒い服の男性が、向き合って構えている半裸の男性を、軽快なステップで後方へ追いやっている
Train,116_2.mp4,駐車場で、二人の男性が格闘技のような喧嘩をしている
Train,119_10.mp4,不穏なざわめきの室内で、黒い布を頭に巻いた人が、カーキ色のシャツの男性を詰っている
Train,119_11.mp4,複数の人が、カーキ色のシャツを着た男性に掴みかかるように責め立てている
Train,119_14.mp4,室内に集った人たちが、殺気立ったように口々に何か言い立てている
Train,119_15.mp4,複数の人々が、カーキ色のシャツを着た男性を声高に責め立てている
Train,119_18.mp4,薄ピンクのシャツの男性が、体を張ってカーキ色のシャツを着た人を庇っている
Train,119_19.mp4,上下白い服を着た男性が、カーキのシャツの男性に殴り掛かろうとして止められている
Train,119_2.mp4,室内の人達が、少々よそよそしい距離を取って着席したり立ったりしている
Train,119_20.mp4,黒い布を頭に巻いた人が、子供とともにソファに座る女性に何かを訴えている
Train,119_21.mp4,室内に集まった複数の男女が、声を荒げて対立し合っている
Train,119_22.mp4,室内に集まった複数の男女が、声を荒げて諍っている
Train,119_23.mp4,室内にいる人々が、取っ組み合いの大乱闘を始めている
Train,119_24.mp4,室内の人々が、取っ組み合ったり止めに入ったりして大騒ぎしている
Train,119_25.mp4,室内にいる複数の大人たちが、立ち回りの激しい喧嘩をしている
Train,119_26.mp4,室内の大人たちが、取っ組み合いの激しい喧嘩をしている
Train,119_27.mp4,室内の大人たちが、感情的な様子で諍っている
Train,119_29.mp4,室内の大人たちのほとんどが、険悪な様子で口々に声をあげている
Train,119_3.mp4,ソファでゲームをしていた男性が、横を通り過ぎようとする子供を引き留めている
Train,119_30.mp4,室内で、大人たちが昂った様子で言い争っている
Train,119_31.mp4,数人の大人たちが言い争った挙句、乱闘騒ぎを起こしている
Train,119_32.mp4,数人の大人が、二人の人物の乱闘に加勢したり止めに入ったりしている
Train,119_33.mp4,室内で、人々が文句を口にしながらバラバラに歩き回っている
Train,119_34.mp4,乱闘する二人の男性を、他の人々が騒ぎながら遠巻きに見ている
Train,119_4.mp4,ソファに座った人達が口々に笑ったりしながら、カーキのシャツを着た人物に注意を向けている
Train,119_5.mp4,黒い布を頭に巻いた人が、カーキのシャツを着た人物に、強めの口調で詰め寄っている
Train,119_6.mp4,カーキのシャツを着た男性が、黒布を頭に巻いた人物に、比較的落ち着いて反論している
Train,119_8.mp4,数人の人が、カーキのシャツを着た男性に強い反感を示している
Train,119_9.mp4,室内のほとんどの人が立ち上がり、カーキのシャツの男性を強く非難している
Train,120_10.mp4,ボールを持った男性が、ソファに座る男性らを誘い寄せるように喋っている
Train,120_11.mp4,室内で、3人の男性がダラダラ立ち話をしている
Train,120_13.mp4,室内で、3人の男性が少々手持ち無沙汰に立ち話している
Train,120_14.mp4,眼鏡の男性がブラブラ移動しながら、二人の男性に何か話しかけている
Train,120_15.mp4,室内でやけに距離を取った3人の男性が雑談している
Train,120_16.mp4,ドア付近に立った男性が両腕でリズムをとりながら、ソファに座る男性らに話している
Train,120_17.mp4,室内で、男性らが何か話しながら握手を交わしている
Train,120_2.mp4,ボールを持った男性が、ソファに座る男性らに、少々おちゃらけて見せている
Train,120_3.mp4,黒いトレーナーの男性がボールを手慰みにしながら、男性の問いをはぐらかしている
Train,120_4.mp4,ボールを持った男性が、両腕を広げて演説するようにおどけている
Train,120_5.mp4,ずいぶんな間隔をとって座ったり立ったりした3人の男性が、何か議論している
Train,120_6.mp4,室内で、だいぶ距離を開けて座ったり立ったりした3人の男性が、何か議論している
Train,120_7.mp4,ソファに座り込んだ眼鏡の男性が、はっきりした口調で主張を述べている
Train,120_8.mp4,ボールを持った男性が、話しながら、ソファーに座る男性らに近づいている
Train,120_9.mp4,眼鏡の男性とボールを持った男性が、ソファに座った半裸の男性に意見を求めている
